"idhod","amount","year","confidentiality","location","non_investment_expense_type","program","sector","type_of_expense"
704875309,3625582,2011,"verejny","Česká republika",NULL,"Waste management",NULL,"Gross investment in tangible non-current assets"
704875324,816288,2011,"verejny","Česká republika",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Gross investment in tangible non-current assets"
704875291,4818055,2011,"verejny","Česká republika",NULL,"Air and climate protection",NULL,"Gross investment in tangible non-current assets"
704875336,334316,2011,"verejny","Česká republika",NULL,"Radiation protection",NULL,"Gross investment in tangible non-current assets"
704875330,415004,2011,"verejny","Česká republika",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Gross investment in tangible non-current assets"
704875282,24814074,2011,"verejny","Česká republika",NULL,NULL,NULL,"Gross investment in tangible non-current assets"
704875300,9644538,2011,"verejny","Česká republika",NULL,"Wastewater management",NULL,"Gross investment in tangible non-current assets"
704875347,1994530,2011,"verejny","Česká republika",NULL,"Other environmental protection activities",NULL,"Gross investment in tangible non-current assets"
704875341,10300,2011,"verejny","Česká republika",NULL,"Research and development for environmental protection",NULL,"Gross investment in tangible non-current assets"
704875318,3155461,2011,"verejny","Česká republika",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Gross investment in tangible non-current assets"
704875310,2572944,2011,"verejny","Česká republika",NULL,"Waste management","Non-financial enterprises","Gross investment in tangible non-current assets"
704875284,10519657,2011,"verejny","Česká republika",NULL,NULL,"Government institutions","Gross investment in tangible non-current assets"
704875332,135255,2011,"verejny","Česká republika",NULL,"Landscape and biodiversity protection (species diversity)","Government institutions","Gross investment in tangible non-current assets"
704875293,215590,2011,"verejny","Česká republika",NULL,"Air and climate protection","Government institutions","Gross investment in tangible non-current assets"
704875320,467051,2011,"verejny","Česká republika",NULL,"Protection and rehabilitation of soil, underground and surface water","Government institutions","Gross investment in tangible non-current assets"
704875283,14294417,2011,"verejny","Česká republika",NULL,NULL,"Non-financial enterprises","Gross investment in tangible non-current assets"
704875319,2688410,2011,"verejny","Česká republika",NULL,"Protection and rehabilitation of soil, underground and surface water","Non-financial enterprises","Gross investment in tangible non-current assets"
704875311,1052638,2011,"verejny","Česká republika",NULL,"Waste management","Government institutions","Gross investment in tangible non-current assets"
704875326,627737,2011,"verejny","Česká republika",NULL,"Limitation of noise and vibration (except workplace protection)","Government institutions","Gross investment in tangible non-current assets"
704875301,1900389,2011,"verejny","Česká republika",NULL,"Wastewater management","Non-financial enterprises","Gross investment in tangible non-current assets"
704875331,279749,2011,"verejny","Česká republika",NULL,"Landscape and biodiversity protection (species diversity)","Non-financial enterprises","Gross investment in tangible non-current assets"
704875292,4602465,2011,"verejny","Česká republika",NULL,"Air and climate protection","Non-financial enterprises","Gross investment in tangible non-current assets"
704875325,188551,2011,"verejny","Česká republika",NULL,"Limitation of noise and vibration (except workplace protection)","Non-financial enterprises","Gross investment in tangible non-current assets"
704875302,7744149,2011,"verejny","Česká republika",NULL,"Wastewater management","Government institutions","Gross investment in tangible non-current assets"
704875342,9235,2011,"verejny","Česká republika",NULL,"Research and development for environmental protection","Non-financial enterprises","Gross investment in tangible non-current assets"
704875337,334316,2011,"verejny","Česká republika",NULL,"Radiation protection","Non-financial enterprises","Gross investment in tangible non-current assets"
704875343,1065,2011,"verejny","Česká republika",NULL,"Research and development for environmental protection","Government institutions","Gross investment in tangible non-current assets"
704875349,276172,2011,"verejny","Česká republika",NULL,"Other environmental protection activities","Government institutions","Gross investment in tangible non-current assets"
704875348,1718358,2011,"verejny","Česká republika",NULL,"Other environmental protection activities","Non-financial enterprises","Gross investment in tangible non-current assets"
704462367,301795,2011,"verejny","Česká republika",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Turnover from selling of services"
704875312,33745090,2011,"verejny","Česká republika",NULL,"Waste management",NULL,"Turnover from selling of services"
704462365,1186073,2011,"verejny","Česká republika",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Turnover from selling of services"
704875285,43558005,2011,"verejny","Česká republika",NULL,NULL,NULL,"Turnover from selling of services"
704875294,556879,2011,"verejny","Česká republika",NULL,"Air and climate protection",NULL,"Turnover from selling of services"
704875303,7492671,2011,"verejny","Česká republika",NULL,"Wastewater management",NULL,"Turnover from selling of services"
704462366,43737,2011,"verejny","Česká republika",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Turnover from selling of services"
704462381,NULL,2011,"duverny","Česká republika",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Capitalized output (methodology valid until 2015)"
704875314,1031223,2011,"verejny","Česká republika",NULL,"Waste management",NULL,"Capitalized output (methodology valid until 2015)"
704462379,8749,2011,"verejny","Česká republika",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Capitalized output (methodology valid until 2015)"
704875287,1154942,2011,"verejny","Česká republika",NULL,NULL,NULL,"Capitalized output (methodology valid until 2015)"
704875296,50446,2011,"verejny","Česká republika",NULL,"Air and climate protection",NULL,"Capitalized output (methodology valid until 2015)"
704875305,51388,2011,"verejny","Česká republika",NULL,"Wastewater management",NULL,"Capitalized output (methodology valid until 2015)"
704462380,0,2011,"verejny","Česká republika",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Capitalized output (methodology valid until 2015)"
704875280,34587506,2011,"verejny","Česká republika","Internal non-investment costs",NULL,NULL,"Non-investment environmental protection expenditure"
704875307,22862999,2011,"verejny","Česká republika","Internal non-investment costs","Waste management",NULL,"Non-investment environmental protection expenditure"
704875308,15982777,2011,"verejny","Česká republika","External non-investment costs","Waste management",NULL,"Non-investment environmental protection expenditure"
704875323,38638,2011,"verejny","Česká republika","External non-investment costs","Limitation of noise and vibration (except workplace protection)",NULL,"Non-investment environmental protection expenditure"
704875327,1288328,2011,"verejny","Česká republika",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
704875298,6563775,2011,"verejny","Česká republika","Internal non-investment costs","Wastewater management",NULL,"Non-investment environmental protection expenditure"
704875328,474247,2011,"verejny","Česká republika","Internal non-investment costs","Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
704875329,814081,2011,"verejny","Česká republika","External non-investment costs","Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
704875306,38845776,2011,"verejny","Česká republika",NULL,"Waste management",NULL,"Non-investment environmental protection expenditure"
704875315,3463650,2011,"verejny","Česká republika",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Non-investment environmental protection expenditure"
704875289,2201266,2011,"verejny","Česká republika","Internal non-investment costs","Air and climate protection",NULL,"Non-investment environmental protection expenditure"
704875281,24432112,2011,"verejny","Česká republika","External non-investment costs",NULL,NULL,"Non-investment environmental protection expenditure"
704875316,1878385,2011,"verejny","Česká republika","Internal non-investment costs","Protection and rehabilitation of soil, underground and surface water",NULL,"Non-investment environmental protection expenditure"
